Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
270	CA	Calvin de Haan	TBL	32	D	1	0	0	0	0	0	10:50	8:45	0:00	2:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	1	2	0	0	0.00%
271	RU	Ilya Sorokin	NYI	28	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
272	CA	Laurent Brossoit	WPG	30	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
273	US	Nick Jensen	WSH	33	D	1	0	0	0	2	-1	21:03	18:13	0:09	2:41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	0	2	0	0	0.00%
274	US	Thatcher Demko	VAN	28	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
275	US	Anthony Stolarz	FLA	29	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
276	US	Patrick Brown	BOS	31	F	1	0	0	0	2	0	8:27	8:27	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	9	1	5	2	71.43%
277	CA	Ben Hutton	VGK	30	D	1	0	0	0	0	1	13:48	13:48	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	2	3	0	0	0.00%
278	CA	Maxime Comtois	CAR	24	F	1	0	0	0	0	-1	6:19	6:19	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	3	2	0	0	0.00%
279	CA	Nicolas Hague	VGK	25	D	1	0	0	0	0	0	15:41	14:01	0:00	1:40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	4	0	0	0	0.00%
280	SE	Axel Jonsson Fjällby	WPG	25	F	1	0	0	0	0	-1	6:52	6:45	0:07	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	1	0	0	0	0.00%
281	RU	Pyotr Kochetkov	CAR	24	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
282	SE	Rasmus Sandin	WSH	23	D	1	0	0	0	2	0	20:44	19:17	1:24	0:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	4	2	0	0	0.00%
283	RU	Pavel Dorofeyev	VGK	23	F	1	0	0	0	0	0	7:11	7:06	0:00	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	0	0	0	1	0.00%
284	RU	Ruslan Iskhakov	NYI	23	F	1	0	0	0	0	0	5:58	5:58	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	0	1	0	0	0.00%
285	CA	Cole Perfetti	WPG	21	F	1	0	0	0	0	0	10:56	10:56	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3	0.0%	3	0	0	1	0.00%
286	CA	Vinny Iorio	WSH	21	D	1	0	0	0	0	-1	1:50	1:50	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	0	0	0	0	0.00%
287	CA	Mavrik Bourque	DAL	21	F	1	0	0	0	0	0	7:56	7:56	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0.0%	1	0	0	0	0.00%
288	FI	Juuso Pärssinen	NSH	22	F	1	0	0	0	0	0	15:11	15:11	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	2	1	0	0	0.00%
289	RU	Ivan Miroshnichenko	WSH	19	F	1	0	0	0	0	0	9:31	9:31	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0.0%	3	0	0	0	0.00%
290	SE	Linus Ullmark	BOS	30	G	2	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
291	US	Chris Wagner	COL	32	F	2	0	0	0	0	0	8:43	8:43	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	10	0	5	4	55.56%
292	CZ	David Rittich	LAK	31	G	2	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
293	US	Casey DeSmith	VAN	32	G	2	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
294	CA	Noah Gregor	TOR	25	F	2	0	0	0	0	-1	8:04	8:04	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	7	1	0	0	0.00%
295	RU	Nikolai Kovalenko	COL	24	F	2	0	0	0	0	-1	6:48	6:48	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	5	0	1	0	100.00%
296	CA	Noah Juulsen	VAN	26	D	2	0	0	0	4	-1	12:54	10:56	0:04	1:54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	11	1	0	0	0.00%
297	CA	Lucas Johansen	WSH	26	D	2	0	0	0	0	0	14:00	13:59	0:00	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0.0%	1	0	0	0	0.00%
298	US	Nicklaus Perbix	TBL	25	D	2	0	0	0	2	0	17:37	17:33	0:04	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4	0.0%	7	3	0	0	0.00%
299	SE	Linus Karlsson	VAN	24	F	2	0	0	0	2	-1	9:54	9:54	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	1	0	0	0	0.00%
300	RU	Vasili Podkolzin	VAN	22	F	2	0	0	0	10	1	8:31	8:29	0:02	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0.0%	6	1	0	0	0.00%
